FlightNumber,Airline,DepartureAirport,ArrivalAirport,ScheduledDepartureTime,ActualDepartureTime,DelayDuration,DelayCause,Date,PassengerImpact,FlightStatus
AA136,United Airlines,ATL,MIA,19-02-2025 19:00,19-02-2025 22:00,180,Late Aircraft,19-02-2025,Major impact,Delayed
DL875,Southwest Airlines,JFK,DEN,16-02-2025 04:15,16-02-2025 04:15,0,None,16-02-2025,Minimal,On-time
UA511,Delta Air Lines,ATL,SFO,13-03-2025 13:45,13-03-2025 14:45,60,Security,13-03-2025,Moderate,Delayed
SW651,Southwest Airlines,ORD,DEN,21-04-2025 05:15,21-04-2025 06:15,60,Security,21-04-2025,Moderate,Delayed
AS785,United Airlines,MIA,DEN,04-04-2025 18:45,04-04-2025 18:45,0,None,04-04-2025,Minimal,On-time
UA906,Alaska Airlines,PHX,ORD,23-01-2025 16:15,23-01-2025 16:25,10,Weather,23-01-2025,Minimal,Delayed
SW440,American Airlines,ATL,JFK,23-04-2025 01:00,23-04-2025 01:45,45,Crew,23-04-2025,Moderate,Delayed
JB762,Delta Air Lines,LAX,ORD,17-01-2025 20:00,17-01-2025 20:00,0,None,17-01-2025,Minimal,On-time
AA313,American Airlines,DEN,SFO,03-03-2025 01:15,03-03-2025 02:45,90,Security,03-03-2025,Major impact,Delayed
UA410,United Airlines,MIA,PHX,20-03-2025 12:45,20-03-2025 14:45,120,Technical,20-03-2025,Missed connections,Delayed
AS327,Southwest Airlines,SEA,MIA,03-04-2025 09:45,03-04-2025 09:50,5,Technical,03-04-2025,Minimal,Delayed
JB856,Alaska Airlines,ATL,SFO,06-02-2025 06:00,06-02-2025 06:15,15,Security,06-02-2025,Minimal,Delayed
AA854,Delta Air Lines,DFW,LAX,17-01-2025 06:15,17-01-2025 06:15,0,None,17-01-2025,Minimal,On-time
AS412,JetBlue Airways,LAX,JFK,18-02-2025 23:00,18-02-2025 23:00,0,None,18-02-2025,Minimal,On-time
SW368,Southwest Airlines,ATL,ORD,02-04-2025 17:45,02-04-2025 20:45,180,Technical,02-04-2025,Missed connections,Delayed
AS189,Alaska Airlines,SEA,ATL,11-04-2025 05:30,11-04-2025 06:30,60,Crew,11-04-2025,Moderate,Delayed
UA675,Alaska Airlines,ORD,MIA,18-01-2025 12:15,18-01-2025 12:15,0,None,18-01-2025,Minimal,On-time
UA245,JetBlue Airways,LAX,PHX,15-04-2025 21:45,16-04-2025 00:45,180,Technical,15-04-2025,Major impact,Delayed
JB989,Delta Air Lines,SEA,LAX,24-03-2025 15:15,24-03-2025 15:45,30,Technical,24-03-2025,Moderate,Delayed
AS845,Delta Air Lines,PHX,ATL,18-04-2025 00:30,18-04-2025 00:45,15,Security,18-04-2025,Minimal,Delayed
JB319,Alaska Airlines,SFO,ATL,13-01-2025 23:45,13-01-2025 23:45,0,None,13-01-2025,Minimal,On-time
JB177,Alaska Airlines,ORD,DFW,12-03-2025 17:15,12-03-2025 17:30,15,Crew,12-03-2025,Minimal,Delayed
AS350,JetBlue Airways,MIA,DFW,10-02-2025 17:30,10-02-2025 17:40,10,Late Aircraft,10-02-2025,Minimal,Delayed
SW854,Alaska Airlines,SEA,DFW,21-01-2025 12:30,21-01-2025 12:35,5,Security,21-01-2025,Minimal,Delayed
UA691,Southwest Airlines,PHX,LAX,24-01-2025 14:45,24-01-2025 15:00,15,Late Aircraft,24-01-2025,Minimal,Delayed
AA439,Delta Air Lines,PHX,SEA,08-04-2025 16:45,08-04-2025 16:45,0,None,08-04-2025,Minimal,On-time
AS937,United Airlines,ATL,PHX,28-04-2025 16:15,28-04-2025 16:20,5,Weather,28-04-2025,Minimal,Delayed
UA506,Alaska Airlines,JFK,PHX,25-01-2025 05:00,25-01-2025 05:00,0,None,25-01-2025,Minimal,On-time
JB600,JetBlue Airways,SEA,PHX,06-03-2025 16:45,06-03-2025 17:15,30,Crew,06-03-2025,Moderate,Delayed
UA289,Delta Air Lines,MIA,SFO,29-04-2025 01:00,29-04-2025 01:45,45,Crew,29-04-2025,Moderate,Delayed
SW760,American Airlines,PHX,DEN,15-01-2025 14:00,15-01-2025 14:15,15,Technical,15-01-2025,Minimal,Delayed
JB988,American Airlines,JFK,DFW,24-03-2025 18:15,24-03-2025 18:15,0,None,24-03-2025,Minimal,On-time
JB867,United Airlines,JFK,ATL,08-02-2025 06:45,08-02-2025 09:45,180,Technical,08-02-2025,Major impact,Delayed
DL105,JetBlue Airways,SFO,MIA,11-01-2025 06:45,11-01-2025 06:55,10,Technical,11-01-2025,Minimal,Delayed
AS254,Alaska Airlines,ATL,LAX,27-01-2025 05:00,27-01-2025 05:00,0,None,27-01-2025,Minimal,On-time
SW519,Southwest Airlines,ATL,JFK,15-01-2025 19:00,15-01-2025 20:30,90,Late Aircraft,15-01-2025,Major impact,Delayed
DL142,American Airlines,PHX,JFK,27-02-2025 04:30,27-02-2025 07:30,180,Late Aircraft,27-02-2025,Major impact,Delayed
JB864,Alaska Airlines,DFW,JFK,07-02-2025 18:15,07-02-2025 19:15,60,Technical,07-02-2025,Moderate,Delayed
AS283,Southwest Airlines,ORD,PHX,14-01-2025 04:30,14-01-2025 04:40,10,Crew,14-01-2025,Minimal,Delayed
JB799,Southwest Airlines,MIA,ATL,29-04-2025 10:00,29-04-2025 11:00,60,Technical,29-04-2025,Moderate,Delayed
UA484,Delta Air Lines,JFK,ORD,31-03-2025 11:30,31-03-2025 11:30,0,None,31-03-2025,Minimal,On-time
AA929,Alaska Airlines,JFK,ORD,02-04-2025 21:30,02-04-2025 23:30,120,Weather,02-04-2025,Major impact,Delayed
SW221,Delta Air Lines,ORD,DFW,24-02-2025 11:30,24-02-2025 13:00,90,Crew,24-02-2025,Major impact,Delayed
AA365,American Airlines,ATL,JFK,19-01-2025 15:00,19-01-2025 16:00,60,Security,19-01-2025,Moderate,Delayed
DL670,Southwest Airlines,ORD,JFK,22-01-2025 19:00,22-01-2025 19:10,10,Late Aircraft,22-01-2025,Minimal,Delayed
JB122,Southwest Airlines,DFW,ATL,17-01-2025 09:00,17-01-2025 09:45,45,Technical,17-01-2025,Moderate,Delayed
AS746,Alaska Airlines,JFK,ORD,31-03-2025 22:30,,,Crew,31-03-2025,Missed connections,Cancelled
SW677,Alaska Airlines,SEA,DEN,24-02-2025 09:00,24-02-2025 10:00,60,Crew,24-02-2025,Moderate,Delayed
DL352,United Airlines,SEA,LAX,18-01-2025 08:45,18-01-2025 08:55,10,Weather,18-01-2025,Minimal,Delayed
AA916,JetBlue Airways,LAX,JFK,27-01-2025 00:45,27-01-2025 00:55,10,Late Aircraft,27-01-2025,Minimal,Delayed
AA600,Delta Air Lines,SFO,PHX,06-01-2025 17:00,06-01-2025 18:00,60,Late Aircraft,06-01-2025,Moderate,Delayed
JB131,Alaska Airlines,LAX,SFO,01-04-2025 01:45,01-04-2025 04:45,180,Weather,01-04-2025,Missed connections,Delayed
DL155,Southwest Airlines,DFW,SFO,11-01-2025 01:30,11-01-2025 04:30,180,Crew,11-01-2025,Missed connections,Delayed
SW279,American Airlines,DFW,JFK,03-01-2025 18:45,03-01-2025 21:45,180,Security,03-01-2025,Missed connections,Delayed
AS539,JetBlue Airways,ORD,MIA,04-01-2025 06:00,04-01-2025 07:00,60,Technical,04-01-2025,Moderate,Delayed
DL721,Southwest Airlines,ATL,MIA,29-04-2025 08:45,29-04-2025 08:45,0,None,29-04-2025,Minimal,On-time
DL180,United Airlines,PHX,LAX,09-03-2025 07:15,09-03-2025 09:15,120,Weather,09-03-2025,Major impact,Delayed
UA512,Southwest Airlines,SFO,LAX,09-02-2025 10:00,09-02-2025 10:00,0,None,09-02-2025,Minimal,On-time
AA557,JetBlue Airways,SEA,MIA,16-01-2025 08:00,16-01-2025 08:45,45,Security,16-01-2025,Moderate,Delayed
JB169,Alaska Airlines,PHX,ORD,15-03-2025 00:30,15-03-2025 00:40,10,Crew,15-03-2025,Minimal,Delayed
AA361,JetBlue Airways,PHX,MIA,05-01-2025 18:30,05-01-2025 20:30,120,Late Aircraft,05-01-2025,Missed connections,Delayed
AS166,Delta Air Lines,SEA,MIA,29-03-2025 03:45,29-03-2025 06:45,180,Crew,29-03-2025,Major impact,Delayed
SW201,Delta Air Lines,DFW,MIA,06-02-2025 01:45,06-02-2025 02:30,45,Technical,06-02-2025,Moderate,Delayed
DL880,United Airlines,SFO,ATL,27-01-2025 23:30,27-01-2025 23:40,10,Security,27-01-2025,Minimal,Delayed
AA168,Alaska Airlines,ORD,ATL,24-04-2025 13:15,24-04-2025 15:15,120,Weather,24-04-2025,Missed connections,Delayed
JB964,Delta Air Lines,LAX,ATL,22-02-2025 01:15,22-02-2025 01:20,5,Crew,22-02-2025,Minimal,Delayed
JB918,American Airlines,DFW,SFO,29-03-2025 22:45,29-03-2025 22:45,0,None,29-03-2025,Minimal,On-time
AA555,American Airlines,MIA,PHX,22-03-2025 18:30,22-03-2025 18:30,0,None,22-03-2025,Minimal,On-time
AA659,Southwest Airlines,ORD,DEN,10-03-2025 04:15,10-03-2025 04:15,0,None,10-03-2025,Minimal,On-time
UA634,JetBlue Airways,DFW,MIA,06-03-2025 11:45,06-03-2025 11:45,0,None,06-03-2025,Minimal,On-time
AA931,American Airlines,ORD,PHX,06-01-2025 13:45,06-01-2025 13:55,10,Technical,06-01-2025,Minimal,Delayed
SW676,American Airlines,ORD,SEA,12-01-2025 20:00,12-01-2025 20:00,0,None,12-01-2025,Minimal,On-time
SW790,JetBlue Airways,ORD,ATL,18-03-2025 21:45,19-03-2025 00:45,180,Technical,18-03-2025,Missed connections,Delayed
SW692,Alaska Airlines,SEA,JFK,04-02-2025 01:30,04-02-2025 01:40,10,Crew,04-02-2025,Minimal,Delayed
AA909,JetBlue Airways,SFO,LAX,15-02-2025 13:00,15-02-2025 16:00,180,Technical,15-02-2025,Major impact,Delayed
AS927,Alaska Airlines,MIA,PHX,29-01-2025 10:45,29-01-2025 12:45,120,Security,29-01-2025,Missed connections,Delayed
AS146,JetBlue Airways,SFO,ORD,17-04-2025 19:45,17-04-2025 20:15,30,Crew,17-04-2025,Moderate,Delayed
SW126,United Airlines,SEA,PHX,09-02-2025 04:00,09-02-2025 04:15,15,Security,09-02-2025,Minimal,Delayed
SW245,Delta Air Lines,DEN,DFW,16-04-2025 20:45,16-04-2025 23:45,180,Technical,16-04-2025,Major impact,Delayed
JB908,Delta Air Lines,ORD,PHX,21-02-2025 17:15,21-02-2025 18:45,90,Technical,21-02-2025,Missed connections,Delayed
DL870,JetBlue Airways,SEA,LAX,24-02-2025 00:00,24-02-2025 00:10,10,Technical,24-02-2025,Minimal,Delayed
AA700,Alaska Airlines,DFW,SFO,26-03-2025 19:15,26-03-2025 19:15,0,None,26-03-2025,Minimal,On-time
AS517,American Airlines,DFW,ORD,02-03-2025 23:45,02-03-2025 23:45,0,None,02-03-2025,Minimal,On-time
DL144,United Airlines,DEN,PHX,07-03-2025 03:45,07-03-2025 03:50,5,Technical,07-03-2025,Minimal,Delayed
UA868,United Airlines,SEA,ATL,03-02-2025 03:00,03-02-2025 03:05,5,Technical,03-02-2025,Minimal,Delayed
UA128,JetBlue Airways,SFO,SEA,19-04-2025 02:45,19-04-2025 02:45,0,None,19-04-2025,Minimal,On-time
AS166,JetBlue Airways,ATL,DEN,18-03-2025 17:00,18-03-2025 17:05,5,Late Aircraft,18-03-2025,Minimal,Delayed
JB248,American Airlines,ORD,LAX,26-02-2025 08:45,26-02-2025 08:55,10,Technical,26-02-2025,Minimal,Delayed
JB289,Southwest Airlines,SFO,ORD,11-03-2025 13:15,11-03-2025 14:45,90,Security,11-03-2025,Missed connections,Delayed
JB490,JetBlue Airways,ORD,LAX,11-02-2025 10:30,11-02-2025 10:30,0,None,11-02-2025,Minimal,On-time
AA213,American Airlines,PHX,ATL,03-04-2025 19:15,03-04-2025 21:15,120,Crew,03-04-2025,Major impact,Delayed
SW811,American Airlines,DEN,LAX,10-01-2025 15:00,10-01-2025 15:05,5,Technical,10-01-2025,Minimal,Delayed
JB870,JetBlue Airways,SFO,DFW,23-02-2025 10:15,23-02-2025 10:30,15,Weather,23-02-2025,Minimal,Delayed
UA435,United Airlines,PHX,JFK,18-02-2025 15:00,18-02-2025 15:45,45,Technical,18-02-2025,Moderate,Delayed
JB356,Delta Air Lines,JFK,DEN,28-04-2025 12:45,28-04-2025 13:30,45,Security,28-04-2025,Moderate,Delayed
SW609,Southwest Airlines,JFK,SFO,12-04-2025 13:30,12-04-2025 14:15,45,Crew,12-04-2025,Moderate,Delayed
UA601,Southwest Airlines,DEN,PHX,25-04-2025 00:45,25-04-2025 00:45,0,None,25-04-2025,Minimal,On-time
UA326,Delta Air Lines,MIA,JFK,24-02-2025 04:15,24-02-2025 04:15,0,None,24-02-2025,Minimal,On-time
SW996,Southwest Airlines,ATL,DFW,09-04-2025 13:30,09-04-2025 13:30,0,None,09-04-2025,Minimal,On-time
SW747,United Airlines,PHX,DEN,30-01-2025 01:00,30-01-2025 02:30,90,Technical,30-01-2025,Major impact,Delayed
DL401,Delta Air Lines,SEA,SFO,23-04-2025 15:45,23-04-2025 16:00,15,Crew,23-04-2025,Minimal,Delayed
SW128,American Airlines,LAX,DFW,05-02-2025 22:00,06-02-2025 01:00,180,Crew,05-02-2025,Missed connections,Delayed
AA878,JetBlue Airways,JFK,ATL,02-03-2025 18:45,02-03-2025 20:45,120,Security,02-03-2025,Major impact,Delayed
AA277,JetBlue Airways,PHX,DEN,26-02-2025 00:30,26-02-2025 02:00,90,Crew,26-02-2025,Major impact,Delayed
SW177,Delta Air Lines,LAX,DFW,07-01-2025 06:30,07-01-2025 08:30,120,Crew,07-01-2025,Major impact,Delayed
AS702,Alaska Airlines,SFO,PHX,07-01-2025 14:30,07-01-2025 14:30,0,None,07-01-2025,Minimal,On-time
UA371,JetBlue Airways,ATL,DEN,17-01-2025 03:15,17-01-2025 04:00,45,Crew,17-01-2025,Moderate,Delayed
UA148,American Airlines,SFO,ORD,09-02-2025 20:30,09-02-2025 22:30,120,Crew,09-02-2025,Major impact,Delayed
AA214,Delta Air Lines,DFW,ATL,30-04-2025 22:45,01-05-2025 01:45,180,Security,30-04-2025,Missed connections,Delayed
JB851,American Airlines,SEA,MIA,26-04-2025 12:15,26-04-2025 13:00,45,Technical,26-04-2025,Moderate,Delayed
AA296,JetBlue Airways,MIA,SFO,29-03-2025 05:00,29-03-2025 05:00,0,None,29-03-2025,Minimal,On-time
AA770,JetBlue Airways,JFK,ATL,19-03-2025 12:15,19-03-2025 12:15,0,None,19-03-2025,Minimal,On-time
AS750,Delta Air Lines,JFK,SEA,19-03-2025 07:30,19-03-2025 07:30,0,None,19-03-2025,Minimal,On-time
DL373,JetBlue Airways,DFW,SFO,19-04-2025 07:30,19-04-2025 07:40,10,Security,19-04-2025,Minimal,Delayed
SW551,Southwest Airlines,MIA,ORD,07-03-2025 02:45,07-03-2025 03:00,15,Crew,07-03-2025,Minimal,Delayed
AS468,United Airlines,ORD,SEA,07-01-2025 17:15,07-01-2025 17:15,0,None,07-01-2025,Minimal,On-time
AS167,Southwest Airlines,PHX,DFW,27-02-2025 22:00,27-02-2025 23:00,60,Technical,27-02-2025,Moderate,Delayed
AA250,JetBlue Airways,SEA,PHX,07-03-2025 21:30,07-03-2025 21:30,0,None,07-03-2025,Minimal,On-time
JB681,JetBlue Airways,SFO,PHX,07-03-2025 04:00,07-03-2025 05:00,60,Late Aircraft,07-03-2025,Moderate,Delayed
DL957,Southwest Airlines,LAX,DEN,18-04-2025 14:15,18-04-2025 14:45,30,Weather,18-04-2025,Moderate,Delayed
AS712,JetBlue Airways,SFO,ORD,23-01-2025 08:15,23-01-2025 08:15,0,None,23-01-2025,Minimal,On-time
AS331,JetBlue Airways,SEA,ATL,08-03-2025 07:15,08-03-2025 07:25,10,Technical,08-03-2025,Minimal,Delayed
AS775,JetBlue Airways,SEA,JFK,20-02-2025 05:15,20-02-2025 05:15,0,None,20-02-2025,Minimal,On-time
JB150,Alaska Airlines,PHX,MIA,29-04-2025 06:15,,,Technical,29-04-2025,Major impact,Cancelled
AA116,American Airlines,MIA,SFO,01-03-2025 13:45,01-03-2025 13:50,5,Security,01-03-2025,Minimal,Delayed
JB787,JetBlue Airways,SEA,SFO,16-01-2025 00:00,16-01-2025 00:00,0,None,16-01-2025,Minimal,On-time
SW915,American Airlines,ORD,JFK,28-04-2025 23:15,28-04-2025 23:15,0,None,28-04-2025,Minimal,On-time
UA765,Delta Air Lines,LAX,PHX,07-04-2025 01:45,07-04-2025 04:45,180,Technical,07-04-2025,Major impact,Delayed
SW987,JetBlue Airways,DEN,LAX,05-01-2025 00:15,05-01-2025 00:15,0,None,05-01-2025,Minimal,On-time
SW955,Southwest Airlines,ATL,JFK,17-02-2025 08:30,17-02-2025 08:30,0,None,17-02-2025,Minimal,On-time
SW954,American Airlines,DEN,JFK,26-04-2025 22:00,26-04-2025 23:30,90,Late Aircraft,26-04-2025,Missed connections,Delayed
AA762,Southwest Airlines,DEN,ORD,22-04-2025 02:00,22-04-2025 02:00,0,None,22-04-2025,Minimal,On-time
DL388,American Airlines,SEA,PHX,11-02-2025 03:45,11-02-2025 04:30,45,Security,11-02-2025,Moderate,Delayed
JB729,American Airlines,DEN,PHX,08-04-2025 06:45,08-04-2025 07:15,30,Crew,08-04-2025,Moderate,Delayed
SW647,Alaska Airlines,PHX,SFO,21-01-2025 12:45,21-01-2025 12:45,0,None,21-01-2025,Minimal,On-time
JB543,JetBlue Airways,MIA,PHX,25-04-2025 20:00,25-04-2025 22:00,120,Security,25-04-2025,Major impact,Delayed
UA922,JetBlue Airways,SFO,ATL,16-02-2025 14:00,16-02-2025 15:30,90,Weather,16-02-2025,Major impact,Delayed
AA235,Southwest Airlines,DEN,MIA,19-04-2025 20:15,19-04-2025 21:00,45,Weather,19-04-2025,Moderate,Delayed
AA879,JetBlue Airways,DEN,ATL,01-05-2025 02:45,01-05-2025 05:45,180,Crew,01-05-2025,Major impact,Delayed
SW397,Alaska Airlines,LAX,DFW,04-03-2025 09:45,04-03-2025 09:55,10,Weather,04-03-2025,Minimal,Delayed
AS664,Delta Air Lines,ORD,LAX,19-03-2025 22:45,19-03-2025 22:45,0,None,19-03-2025,Minimal,On-time
DL266,Delta Air Lines,PHX,SEA,12-02-2025 16:00,12-02-2025 16:45,45,Crew,12-02-2025,Moderate,Delayed
DL207,JetBlue Airways,DEN,ORD,17-02-2025 15:00,17-02-2025 18:00,180,Technical,17-02-2025,Major impact,Delayed
DL229,United Airlines,SEA,JFK,01-04-2025 18:00,01-04-2025 18:00,0,None,01-04-2025,Minimal,On-time
AS508,Delta Air Lines,DEN,SEA,05-02-2025 01:45,05-02-2025 02:00,15,Crew,05-02-2025,Minimal,Delayed
SW281,JetBlue Airways,ATL,PHX,20-03-2025 10:30,20-03-2025 10:40,10,Late Aircraft,20-03-2025,Minimal,Delayed
JB287,Delta Air Lines,ORD,MIA,31-01-2025 02:15,31-01-2025 02:15,0,None,31-01-2025,Minimal,On-time
JB913,United Airlines,JFK,MIA,09-01-2025 01:30,09-01-2025 01:30,0,None,09-01-2025,Minimal,On-time
AA193,American Airlines,PHX,DEN,01-01-2025 19:15,01-01-2025 19:15,0,None,01-01-2025,Minimal,On-time
AA935,Alaska Airlines,LAX,SFO,24-01-2025 13:00,24-01-2025 13:00,0,None,24-01-2025,Minimal,On-time
UA332,Southwest Airlines,JFK,DFW,26-01-2025 01:00,26-01-2025 02:30,90,Security,26-01-2025,Missed connections,Delayed
AA595,United Airlines,LAX,PHX,15-03-2025 09:30,15-03-2025 10:00,30,Technical,15-03-2025,Moderate,Delayed
JB579,Southwest Airlines,PHX,MIA,15-03-2025 06:45,15-03-2025 07:30,45,Crew,15-03-2025,Moderate,Delayed
AA523,Alaska Airlines,LAX,PHX,29-04-2025 04:45,29-04-2025 05:30,45,Security,29-04-2025,Moderate,Delayed
AS892,American Airlines,JFK,DEN,12-02-2025 01:15,12-02-2025 04:15,180,Security,12-02-2025,Missed connections,Delayed
DL170,Southwest Airlines,ORD,DFW,23-04-2025 23:30,24-04-2025 02:30,180,Technical,23-04-2025,Missed connections,Delayed
DL530,JetBlue Airways,JFK,SEA,21-04-2025 08:45,21-04-2025 10:15,90,Late Aircraft,21-04-2025,Major impact,Delayed
DL834,United Airlines,ORD,PHX,06-03-2025 06:30,06-03-2025 06:30,0,None,06-03-2025,Minimal,On-time
DL491,Alaska Airlines,ORD,SEA,28-04-2025 04:00,28-04-2025 04:05,5,Late Aircraft,28-04-2025,Minimal,Delayed
UA821,American Airlines,SFO,DEN,27-02-2025 19:30,27-02-2025 20:30,60,Late Aircraft,27-02-2025,Moderate,Delayed
JB287,Alaska Airlines,JFK,LAX,11-03-2025 10:30,11-03-2025 12:30,120,Crew,11-03-2025,Major impact,Delayed
JB204,Delta Air Lines,LAX,ATL,13-01-2025 14:45,13-01-2025 14:50,5,Technical,13-01-2025,Minimal,Delayed
UA821,Southwest Airlines,SFO,JFK,29-03-2025 22:15,29-03-2025 22:20,5,Late Aircraft,29-03-2025,Minimal,Delayed
UA339,United Airlines,ORD,LAX,29-03-2025 05:00,29-03-2025 05:00,0,None,29-03-2025,Minimal,On-time
DL548,United Airlines,PHX,DEN,22-04-2025 01:00,22-04-2025 02:30,90,Weather,22-04-2025,Major impact,Delayed
UA319,Alaska Airlines,ATL,SFO,13-04-2025 20:30,13-04-2025 21:30,60,Weather,13-04-2025,Moderate,Delayed
AA954,Southwest Airlines,LAX,MIA,01-04-2025 06:15,01-04-2025 09:15,180,Weather,01-04-2025,Missed connections,Delayed
JB790,United Airlines,JFK,ORD,27-03-2025 02:00,27-03-2025 03:30,90,Crew,27-03-2025,Major impact,Delayed
AS112,Delta Air Lines,PHX,LAX,01-01-2025 08:30,01-01-2025 08:35,5,Technical,01-01-2025,Minimal,Delayed
JB726,Alaska Airlines,ORD,LAX,10-01-2025 17:30,10-01-2025 17:40,10,Technical,10-01-2025,Minimal,Delayed
UA730,JetBlue Airways,ATL,PHX,15-02-2025 11:15,15-02-2025 11:15,0,None,15-02-2025,Minimal,On-time
UA250,American Airlines,DEN,SEA,10-01-2025 01:00,10-01-2025 03:00,120,Security,10-01-2025,Major impact,Delayed
SW684,Southwest Airlines,MIA,JFK,10-01-2025 17:45,10-01-2025 17:45,0,None,10-01-2025,Minimal,On-time
AA896,Alaska Airlines,DFW,MIA,06-03-2025 08:15,06-03-2025 08:15,0,None,06-03-2025,Minimal,On-time
AS298,JetBlue Airways,ORD,DEN,16-03-2025 22:30,16-03-2025 22:30,0,None,16-03-2025,Minimal,On-time
SW602,Southwest Airlines,SFO,ATL,12-02-2025 10:00,12-02-2025 11:00,60,Weather,12-02-2025,Moderate,Delayed
DL488,United Airlines,ORD,ATL,26-04-2025 12:15,26-04-2025 14:15,120,Security,26-04-2025,Missed connections,Delayed
AA742,Delta Air Lines,PHX,ATL,29-01-2025 07:30,,,Weather,29-01-2025,Major impact,Cancelled
AS531,Alaska Airlines,JFK,SFO,01-02-2025 00:45,01-02-2025 01:15,30,Weather,01-02-2025,Moderate,Delayed
AA190,Southwest Airlines,SFO,MIA,29-01-2025 04:00,29-01-2025 05:00,60,Late Aircraft,29-01-2025,Moderate,Delayed
JB669,JetBlue Airways,SEA,DEN,20-04-2025 18:15,20-04-2025 19:45,90,Crew,20-04-2025,Major impact,Delayed
DL963,Delta Air Lines,SFO,ATL,13-04-2025 00:15,13-04-2025 01:15,60,Security,13-04-2025,Moderate,Delayed
UA573,Southwest Airlines,JFK,DFW,01-01-2025 14:00,01-01-2025 15:00,60,Technical,01-01-2025,Moderate,Delayed
JB106,Delta Air Lines,DFW,SEA,31-03-2025 05:00,31-03-2025 05:15,15,Weather,31-03-2025,Minimal,Delayed
JB904,American Airlines,MIA,SEA,03-04-2025 00:30,03-04-2025 02:00,90,Weather,03-04-2025,Major impact,Delayed
DL648,United Airlines,DEN,PHX,12-03-2025 02:30,12-03-2025 04:30,120,Late Aircraft,12-03-2025,Major impact,Delayed
AA490,JetBlue Airways,MIA,JFK,01-04-2025 01:30,01-04-2025 01:30,0,None,01-04-2025,Minimal,On-time
AS718,Delta Air Lines,LAX,PHX,18-02-2025 19:15,18-02-2025 21:15,120,Technical,18-02-2025,Missed connections,Delayed
UA987,American Airlines,LAX,PHX,18-01-2025 05:45,18-01-2025 05:50,5,Technical,18-01-2025,Minimal,Delayed
JB401,JetBlue Airways,ATL,ORD,18-01-2025 21:15,18-01-2025 21:25,10,Crew,18-01-2025,Minimal,Delayed
UA770,Delta Air Lines,ATL,PHX,06-04-2025 03:00,06-04-2025 04:00,60,Security,06-04-2025,Moderate,Delayed
DL817,American Airlines,ATL,JFK,17-01-2025 01:15,17-01-2025 01:15,0,None,17-01-2025,Minimal,On-time
AS812,Delta Air Lines,DFW,ATL,17-01-2025 22:45,17-01-2025 23:00,15,Weather,17-01-2025,Minimal,Delayed
AS298,American Airlines,ATL,PHX,12-01-2025 13:30,12-01-2025 13:30,0,None,12-01-2025,Minimal,On-time
SW301,American Airlines,JFK,SFO,02-04-2025 19:15,02-04-2025 19:15,0,None,02-04-2025,Minimal,On-time
SW464,Southwest Airlines,PHX,LAX,20-03-2025 17:15,20-03-2025 17:25,10,Weather,20-03-2025,Minimal,Delayed
JB191,Southwest Airlines,LAX,MIA,08-02-2025 12:00,08-02-2025 12:00,0,None,08-02-2025,Minimal,On-time
AS643,Delta Air Lines,LAX,JFK,03-02-2025 07:30,03-02-2025 09:00,90,Late Aircraft,03-02-2025,Major impact,Delayed
AA920,Delta Air Lines,LAX,SEA,04-03-2025 00:00,04-03-2025 03:00,180,Crew,04-03-2025,Missed connections,Delayed
SW571,American Airlines,SFO,DFW,31-03-2025 12:15,31-03-2025 15:15,180,Late Aircraft,31-03-2025,Missed connections,Delayed
UA695,United Airlines,ORD,DEN,25-03-2025 01:45,25-03-2025 01:45,0,None,25-03-2025,Minimal,On-time
DL801,United Airlines,PHX,DFW,02-04-2025 07:45,02-04-2025 08:30,45,Security,02-04-2025,Moderate,Delayed
SW294,Delta Air Lines,ATL,SEA,18-01-2025 13:00,18-01-2025 13:15,15,Crew,18-01-2025,Minimal,Delayed
SW781,Delta Air Lines,DEN,PHX,31-03-2025 10:30,31-03-2025 10:40,10,Security,31-03-2025,Minimal,Delayed
AS140,JetBlue Airways,SEA,LAX,05-04-2025 19:45,05-04-2025 20:15,30,Crew,05-04-2025,Moderate,Delayed
AS186,Alaska Airlines,PHX,SFO,03-02-2025 07:15,03-02-2025 07:45,30,Technical,03-02-2025,Moderate,Delayed
UA571,Delta Air Lines,DEN,JFK,16-02-2025 17:15,16-02-2025 18:00,45,Technical,16-02-2025,Moderate,Delayed
AA928,Alaska Airlines,DFW,LAX,11-01-2025 22:30,11-01-2025 22:30,0,None,11-01-2025,Minimal,On-time
SW128,United Airlines,ORD,SFO,21-04-2025 14:45,21-04-2025 14:45,0,None,21-04-2025,Minimal,On-time
UA611,United Airlines,SEA,SFO,17-03-2025 22:30,17-03-2025 22:30,0,None,17-03-2025,Minimal,On-time
AS443,Delta Air Lines,DEN,DFW,25-02-2025 11:45,25-02-2025 11:45,0,None,25-02-2025,Minimal,On-time
SW845,JetBlue Airways,MIA,SFO,14-04-2025 02:45,14-04-2025 03:30,45,Technical,14-04-2025,Moderate,Delayed
UA392,United Airlines,JFK,PHX,31-03-2025 00:30,31-03-2025 00:30,0,None,31-03-2025,Minimal,On-time
UA620,American Airlines,DEN,ATL,08-04-2025 12:15,08-04-2025 13:15,60,Security,08-04-2025,Moderate,Delayed
UA964,Southwest Airlines,ATL,LAX,20-04-2025 07:00,20-04-2025 07:45,45,Technical,20-04-2025,Moderate,Delayed
